교과목(강의),교육과정,기수,교육시작일,교육종료일,강의만족도,순위
예산실무,신규 임용(후보)자 과정,1,2024-02-19,2024-03-08,4.5475,996
정리수납,중견리더 과정,21,2024-02-19,2024-12-13,4.5475,996
영어B,중견리더 과정,21,2024-02-19,2024-12-13,4.5475,996
중국어,중견리더 과정,21,2024-02-19,2024-12-13,4.545,1005
명품바디만들기,중견리더 과정,21,2024-02-19,2024-12-13,4.545,1005
일본어A,중견리더 과정,21,2024-02-19,2024-12-13,4.545,1005
의전 행사 실무,중견리더 과정,21,2024-02-19,2024-12-13,4.545,1005
탁구,중견리더 과정,21,2024-02-19,2024-12-13,4.545,1005
일본어A,중견리더 과정,21,2024-02-19,2024-12-13,4.545,1013
한자,중견리더 과정,21,2024-02-19,2024-12-13,4.5425,1014
의전행사기획,중견리더 과정,21,2024-02-19,2024-12-13,4.5425,1014
가죽공예,중견리더 과정,21,2024-02-19,2024-12-13,4.5425,1020
긴급복지신고의무자 교육,중견리더 과정,21,2024-02-19,2024-12-13,4.54,1026
영어B,중견리더 과정,21,2024-02-19,2024-12-13,4.54,1026
일본어A,중견리더 과정,21,2024-02-19,2024-12-13,4.54,1026
댄스스포츠,중견리더 과정,21,2024-02-19,2024-12-13,4.5375,1039
디지털 미래 대응,중견리더 과정,21,2024-02-19,2024-12-13,4.5375,1040
트렌트 코리아 2024,중견리더 과정,21,2024-02-19,2024-12-13,4.5375,1040
댄스스포츠,중견리더 과정,21,2024-02-19,2024-12-13,4.535,1047
일본어A,중견리더 과정,21,2024-02-19,2024-12-13,4.535,1047
아동권리 및 아동학대 예방,중견리더 과정,21,2024-02-19,2024-12-13,4.535,1047
영어C,중견리더 과정,21,2024-02-19,2024-12-13,4.535,1047
탁구,중견리더 과정,21,2024-02-19,2024-12-13,4.535,1047
일본어A,중견리더 과정,21,2024-02-19,2024-12-13,4.535,1047
민법,중견리더 과정,21,2024-02-19,2024-12-13,4.5325,1059
가죽공예,중견리더 과정,21,2024-02-19,2024-12-13,4.5325,1062
일본어B,중견리더 과정,21,2024-02-19,2024-12-13,4.53,1065
사진,중견리더 과정,21,2024-02-19,2024-12-13,4.53,1065
질병의 마침표 음식속에 해답이 있다,중견리더 과정,21,2024-02-19,2024-12-13,4.53,1065
탁구,중견리더 과정,21,2024-02-19,2024-12-13,4.53,1065
영어A,중견리더 과정,21,2024-02-19,2024-12-13,4.53,1065
경남의 도정과제 공유(시군정책 이해를 통한 공감 경남 만들기),신규 임용(후보)자 과정,1,2024-02-19,2024-03-08,4.53,1076
영어A,중견리더 과정,21,2024-02-19,2024-12-13,4.53,1076
영어A,중견리더 과정,21,2024-02-19,2024-12-13,4.53,1076
일본어A,중견리더 과정,21,2024-02-19,2024-12-13,4.53,1076
영어B,중견리더 과정,21,2024-02-19,2024-12-13,4.53,1076
헌법,중견리더 과정,21,2024-02-19,2024-12-13,4.5275,1086
나무와 꽃 이야기,중견리더 과정,21,2024-02-19,2024-12-13,4.525,1088
탁구,중견리더 과정,21,2024-02-19,2024-12-13,4.5225,1095
행복을 미루지 마세요,중견리더 과정,21,2024-02-19,2024-12-13,4.5225,1095
명품바디만들기,중견리더 과정,21,2024-02-19,2024-12-13,4.5225,1095
긍정적 소통을 위한 힐링매직,중견리더 과정,21,2024-02-19,2024-12-13,4.52,1107
영어B,중견리더 과정,21,2024-02-19,2024-12-13,4.52,1107
그리스·로마 신화 이야기,중견리더 과정,21,2024-02-19,2024-12-13,4.5175,1115
노르딕 워킹(걷기에 날개를 달다),중견리더 과정,21,2024-02-19,2024-12-13,4.5175,1115
독도를 통한 올바른 역사인식,신규 임용(후보)자 과정,1,2024-02-19,2024-03-08,4.515,1121
패브릭 아트 실습,중견리더 과정,21,2024-02-19,2024-12-13,4.515,1121
일본어A,중견리더 과정,21,2024-02-19,2024-12-13,4.515,1121
댄스스포츠-전시회 및 발표회 준비(동아리교과),중견리더 과정,21,2024-02-19,2024-12-13,4.514705882,1127
라탄공예-전시회 및 발표회 준비(동아리교과),중견리더 과정,21,2024-02-19,2024-12-13,4.513157895,1129
정리수납,중견리더 과정,21,2024-02-19,2024-12-13,4.5125,1130
한자,중견리더 과정,21,2024-02-19,2024-12-13,4.5125,1130
탁구,중견리더 과정,21,2024-02-19,2024-12-13,4.5125,1130
탁구,중견리더 과정,21,2024-02-19,2024-12-13,4.51,1136
탁구,중견리더 과정,21,2024-02-19,2024-12-13,4.51,1136
민법,중견리더 과정,21,2024-02-19,2024-12-13,4.51,1136
헌법,중견리더 과정,21,2024-02-19,2024-12-13,4.51,1136
탁구,중견리더 과정,21,2024-02-19,2024-12-13,4.51,1136
헌법,중견리더 과정,21,2024-02-19,2024-12-13,4.51,1136
헌법,중견리더 과정,21,2024-02-19,2024-12-13,4.51,1136
탁구,중견리더 과정,21,2024-02-19,2024-12-13,4.51,1136
탁구,중견리더 과정,21,2024-02-19,2024-12-13,4.505,1155
국가재난 복구정책 및 지원사례,중견리더 과정,21,2024-02-19,2024-12-13,4.505,1155
헌법,중견리더 과정,21,2024-02-19,2024-12-13,4.505,1155
쉽게 배워서 크게 쓰는 재무 설계,중견리더 과정,21,2024-02-19,2024-12-13,4.505,1155
사진,중견리더 과정,21,2024-02-19,2024-12-13,4.505,1155
라탄공예-발표회 및 수료 준비(동아리반),중견리더 과정,21,2024-02-19,2024-12-13,4.50462963,1165
라탄공예,중견리더 과정,21,2024-02-19,2024-12-13,4.5025,1166
유익한 법률상식,중견리더 과정,21,2024-02-19,2024-12-13,4.5025,1168
가죽공예,중견리더 과정,21,2024-02-19,2024-12-13,4.5,1173
댄스스포츠,중견리더 과정,21,2024-02-19,2024-12-13,4.5,1173
통기타,중견리더 과정,21,2024-02-19,2024-12-13,4.5,1173
영어C,중견리더 과정,21,2024-02-19,2024-12-13,4.5,1173
기타-발표회 및 수료 준비(동아리반),중견리더 과정,21,2024-02-19,2024-12-13,4.5,1173
기타-수료식 발표회 리허설,중견리더 과정,21,2024-02-19,2024-12-13,4.5,1173
댄스스포츠,중견리더 과정,21,2024-02-19,2024-12-13,4.5,1173
분임연구지도,중견리더 과정,21,2024-02-19,2024-12-13,4.5,1173
가죽공예,중견리더 과정,21,2024-02-19,2024-12-13,4.5,1173
영어B,중견리더 과정,21,2024-02-19,2024-12-13,4.5,1173
가죽공예,중견리더 과정,21,2024-02-19,2024-12-13,4.5,1173
영어A,중견리더 과정,21,2024-02-19,2024-12-13,4.5,1173
영어C,중견리더 과정,21,2024-02-19,2024-12-13,4.5,1173
영어A,중견리더 과정,21,2024-02-19,2024-12-13,4.5,1173
영어C,중견리더 과정,21,2024-02-19,2024-12-13,4.5,1173
일본어A,중견리더 과정,21,2024-02-19,2024-12-13,4.4975,1197
성희롱과 성폭력 사례로 보는 인권의 이해,중견리더 과정,21,2024-02-19,2024-12-13,4.4975,1197
이탈리아 기행,중견리더 과정,21,2024-02-19,2024-12-13,4.4975,1197
일본어B,중견리더 과정,21,2024-02-19,2024-12-13,4.4975,1203
행정소송사례,중견리더 과정,21,2024-02-19,2024-12-13,4.495,1206
중국어,중견리더 과정,21,2024-02-19,2024-12-13,4.495,1206
정리수납,중견리더 과정,21,2024-02-19,2024-12-13,4.4925,1210
헌법,중견리더 과정,21,2024-02-19,2024-12-13,4.4925,1210
영어B,중견리더 과정,21,2024-02-19,2024-12-13,4.4925,1210
패브릭 아트의 이해,중견리더 과정,21,2024-02-19,2024-12-13,4.49,1216
성찰 및 비전 수립,신규 임용(후보)자 과정,1,2024-02-19,2024-03-08,4.4875,1222
K문화의 부상과 통일과제,중견리더 과정,21,2024-02-19,2024-12-13,4.4875,1222
명품바디만들기,중견리더 과정,21,2024-02-19,2024-12-13,4.4875,1225
탁구,중견리더 과정,21,2024-02-19,2024-12-13,4.4875,1225
헌법,중견리더 과정,21,2024-02-19,2024-12-13,4.4875,1225
가죽공예,중견리더 과정,21,2024-02-19,2024-12-13,4.485,1230
일본어B,중견리더 과정,21,2024-02-19,2024-12-13,4.485,1230
일본어A,중견리더 과정,21,2024-02-19,2024-12-13,4.485,1230
정리수납,중견리더 과정,21,2024-02-19,2024-12-13,4.485,1235
근골격계 질환의 이해,중견리더 과정,21,2024-02-19,2024-12-13,4.483333333,1236
컨디션 회복 스트레칭,중견리더 과정,21,2024-02-19,2024-12-13,4.4825,1237
헌법,중견리더 과정,21,2024-02-19,2024-12-13,4.4825,1237
영어A,중견리더 과정,21,2024-02-19,2024-12-13,4.4825,1237
헌법,중견리더 과정,21,2024-02-19,2024-12-13,4.48,1247
헌법,중견리더 과정,21,2024-02-19,2024-12-13,4.48,1247
탁구,중견리더 과정,21,2024-02-19,2024-12-13,4.48,1247
영어C,중견리더 과정,21,2024-02-19,2024-12-13,4.48,1255
공연 예술과 뮤지컬의 이해,중견리더 과정,21,2024-02-19,2024-12-13,4.48,1255
가죽공예,중견리더 과정,21,2024-02-19,2024-12-13,4.48,1255
일본어A,중견리더 과정,21,2024-02-19,2024-12-13,4.479166667,1258
성과중심 공직가치 함양,신규 임용(후보)자 과정,1,2024-02-19,2024-03-08,4.4775,1259
민법,중견리더 과정,21,2024-02-19,2024-12-13,4.475,1265
통기타,중견리더 과정,21,2024-02-19,2024-12-13,4.475,1269
민법,중견리더 과정,21,2024-02-19,2024-12-13,4.475,1269
라탄공예,중견리더 과정,21,2024-02-19,2024-12-13,4.475,1269
헌법,중견리더 과정,21,2024-02-19,2024-12-13,4.475,1269
영어C,중견리더 과정,21,2024-02-19,2024-12-13,4.475,1269
민법,중견리더 과정,21,2024-02-19,2024-12-13,4.4725,1283
행정법,중견리더 과정,21,2024-02-19,2024-12-13,4.4725,1283
자살예방교육(생명사랑지킴이),중견리더 과정,21,2024-02-19,2024-12-13,4.4725,1283
민법,중견리더 과정,21,2024-02-19,2024-12-13,4.4725,1283
탁구,중견리더 과정,21,2024-02-19,2024-12-13,4.47,1292
영어A,중견리더 과정,21,2024-02-19,2024-12-13,4.47,1295
헌법,중견리더 과정,21,2024-02-19,2024-12-13,4.4675,1301
일본어A,중견리더 과정,21,2024-02-19,2024-12-13,4.4675,1301
헌법,중견리더 과정,21,2024-02-19,2024-12-13,4.4675,1308
일본어A,중견리더 과정,21,2024-02-19,2024-12-13,4.465,1312
2024년 경제 전망,중견리더 과정,21,2024-02-19,2024-12-13,4.465,1312
일본어B,중견리더 과정,21,2024-02-19,2024-12-13,4.4625,1319
탁구,중견리더 과정,21,2024-02-19,2024-12-13,4.4625,1319
탁구,중견리더 과정,21,2024-02-19,2024-12-13,4.46,1323
최신개정 교통법규,중견리더 과정,21,2024-02-19,2024-12-13,4.46,1326
영어B,중견리더 과정,21,2024-02-19,2024-12-13,4.46,1326
헌법,중견리더 과정,21,2024-02-19,2024-12-13,4.46,1326
분임연구지도,중견리더 과정,21,2024-02-19,2024-12-13,4.46,1326
영어B,중견리더 과정,21,2024-02-19,2024-12-13,4.46,1326
민법,중견리더 과정,21,2024-02-19,2024-12-13,4.459016393,1335
패브릭아트 작품,중견리더 과정,21,2024-02-19,2024-12-13,4.4575,1336
예산집행 우수사례,중견리더 과정,21,2024-02-19,2024-12-13,4.4575,1336
쉽게 활용하는 한글 팁,신규 임용(후보)자 과정,1,2024-02-19,2024-03-08,4.4575,1339
영어C,중견리더 과정,21,2024-02-19,2024-12-13,4.4575,1339
영어A,중견리더 과정,21,2024-02-19,2024-12-13,4.4575,1339
탁구,중견리더 과정,21,2024-02-19,2024-12-13,4.455,1342
핵심 엑셀 활용 팁,신규 임용(후보)자 과정,1,2024-02-19,2024-03-08,4.455,1343
영어A,중견리더 과정,21,2024-02-19,2024-12-13,4.455,1343
팀장 리더십(Why & How),중견리더 과정,21,2024-02-19,2024-12-13,4.455,1343
사진,중견리더 과정,21,2024-02-19,2024-12-13,4.455,1343
일본어A,중견리더 과정,21,2024-02-19,2024-12-13,4.4525,1354
보도자료 작성실무,신규 임용(후보)자 과정,1,2024-02-19,2024-03-08,4.45,1360
차세대지방재정관리시스템,신규 임용(후보)자 과정,1,2024-02-19,2024-03-08,4.45,1360
가죽공예,중견리더 과정,21,2024-02-19,2024-12-13,4.45,1360
헌법,중견리더 과정,21,2024-02-19,2024-12-13,4.45,1360
가죽공예,중견리더 과정,21,2024-02-19,2024-12-13,4.45,1360
가죽공예,중견리더 과정,21,2024-02-19,2024-12-13,4.4475,1370
일상 속 건강챙기기(슬기로운 걷기생활),중견리더 과정,21,2024-02-19,2024-12-13,4.4475,1371
라탄공예,중견리더 과정,21,2024-02-19,2024-12-13,4.4475,1371
탁구,중견리더 과정,21,2024-02-19,2024-12-13,4.4475,1371
행정법,중견리더 과정,21,2024-02-19,2024-12-13,4.447048611,1378
직장인을 위한 스트레칭,특별사법경찰 수사실무 과정,1,2024-02-19,2024-02-21,4.445,1383
민법,중견리더 과정,21,2024-02-19,2024-12-13,4.4425,1385
일본어A,중견리더 과정,21,2024-02-19,2024-12-13,4.4425,1385
행정법,중견리더 과정,21,2024-02-19,2024-12-13,4.4425,1387
탁구,중견리더 과정,21,2024-02-19,2024-12-13,4.4425,1387
사진,중견리더 과정,21,2024-02-19,2024-12-13,4.4425,1387
근막이완 프로그램,중견리더 과정,21,2024-02-19,2024-12-13,4.44,1390
통기타,중견리더 과정,21,2024-02-19,2024-12-13,4.44,1390
영어C,중견리더 과정,21,2024-02-19,2024-12-13,4.44,1397
영어B,중견리더 과정,21,2024-02-19,2024-12-13,4.44,1397
영어A,중견리더 과정,21,2024-02-19,2024-12-13,4.44,1397
협상의 7계명,중견리더 과정,21,2024-02-19,2024-12-13,4.4375,1404
교통사고 처리요령,중견리더 과정,21,2024-02-19,2024-12-13,4.4375,1404
경남 제조업과 탈탄소 전환,중견리더 과정,21,2024-02-19,2024-12-13,4.435,1411
민법,중견리더 과정,21,2024-02-19,2024-12-13,4.435,1411
농업의 지속가능한 발전방안,중견리더 과정,21,2024-02-19,2024-12-13,4.435,1414
행정법,중견리더 과정,21,2024-02-19,2024-12-13,4.435,1414
동의보감에 나타난 성인병 예방,중견리더 과정,21,2024-02-19,2024-12-13,4.435,1414
가죽공예-발표회 및 수료 준비(동아리반),중견리더 과정,21,2024-02-19,2024-12-13,4.434782609,1418
가죽공예,중견리더 과정,21,2024-02-19,2024-12-13,4.4325,1419
헌법,중견리더 과정,21,2024-02-19,2024-12-13,4.43,1424
청탁금지법의 이해,신규 임용(후보)자 과정,1,2024-02-19,2024-03-08,4.43,1425
관점 다르게 보는 힘,중견리더 과정,21,2024-02-19,2024-12-13,4.43,1425
한국유네스코 세계유산 이야기,중견리더 과정,21,2024-02-19,2024-12-13,4.43,1425
라탄공예,중견리더 과정,21,2024-02-19,2024-12-13,4.43,1425
영어C,중견리더 과정,21,2024-02-19,2024-12-13,4.43,1425
영어C,중견리더 과정,21,2024-02-19,2024-12-13,4.43,1425
사진,중견리더 과정,21,2024-02-19,2024-12-13,4.4275,1434
영어A,중견리더 과정,21,2024-02-19,2024-12-13,4.4275,1439
미술치료의 이해,중견리더 과정,21,2024-02-19,2024-12-13,4.425,1440
일본어A,중견리더 과정,21,2024-02-19,2024-12-13,4.425,1440
영어C,중견리더 과정,21,2024-02-19,2024-12-13,4.425,1440
세대공감 및 민원응대 역할연기,신규 임용(후보)자 과정,1,2024-02-19,2024-03-08,4.425,1447
직장 내 괴롭힘 예방,신규 임용(후보)자 과정,1,2024-02-19,2024-03-08,4.425,1447
민법,중견리더 과정,21,2024-02-19,2024-12-13,4.4225,1453
삶의 가치를 높이는 가족 소통,중견리더 과정,21,2024-02-19,2024-12-13,4.4225,1453
탁구,중견리더 과정,21,2024-02-19,2024-12-13,4.4225,1453
일본어A,중견리더 과정,21,2024-02-19,2024-12-13,4.4225,1461
경남의 문화재,중견리더 과정,21,2024-02-19,2024-12-13,4.4225,1461
영어A,중견리더 과정,21,2024-02-19,2024-12-13,4.4225,1461
영어C,중견리더 과정,21,2024-02-19,2024-12-13,4.42,1466
행정법,중견리더 과정,21,2024-02-19,2024-12-13,4.42,1466
스토리텔링의 이해,중견리더 과정,21,2024-02-19,2024-12-13,4.42,1466
스토리텔링의 기획,중견리더 과정,21,2024-02-19,2024-12-13,4.42,1466
영어B,중견리더 과정,21,2024-02-19,2024-12-13,4.42,1466
만성질병 예방,중견리더 과정,21,2024-02-19,2024-12-13,4.42,1466
통기타,중견리더 과정,21,2024-02-19,2024-12-13,4.42,1466
경남 빅데이터 분석사례 및 활용법,중견리더 과정,21,2024-02-19,2024-12-13,4.415,1483
일본어A,중견리더 과정,21,2024-02-19,2024-12-13,4.415,1483
헌법,중견리더 과정,21,2024-02-19,2024-12-13,4.415,1490
탁구,중견리더 과정,21,2024-02-19,2024-12-13,4.4125,1492
사진,중견리더 과정,21,2024-02-19,2024-12-13,4.41,1495
영어A,중견리더 과정,21,2024-02-19,2024-12-13,4.41,1495
사진,중견리더 과정,21,2024-02-19,2024-12-13,4.41,1495
미술치료와 인문학,중견리더 과정,21,2024-02-19,2024-12-13,4.4075,1510
사진,중견리더 과정,21,2024-02-19,2024-12-13,4.4075,1513
가죽공예,중견리더 과정,21,2024-02-19,2024-12-13,4.4075,1513
영어B,중견리더 과정,21,2024-02-19,2024-12-13,4.405,1517
"한국의 세계유산, 가야고분군",중견리더 과정,21,2024-02-19,2024-12-13,4.405,1521
인생은 숙제가 아닌 축제,중견리더 과정,21,2024-02-19,2024-12-13,4.4025,1522
2050 탄소중립 실현을 위한 우리의 역할,중견리더 과정,21,2024-02-19,2024-12-13,4.4025,1522
PT고급스킬,중견리더 과정,21,2024-02-19,2024-12-13,4.4025,1522
일반서무 업무 알아보기,신규 임용(후보)자 과정,1,2024-02-19,2024-03-08,4.4,1526
일본어A,중견리더 과정,21,2024-02-19,2024-12-13,4.4,1526
일본어B,중견리더 과정,21,2024-02-19,2024-12-13,4.4,1526
댄스스포츠,중견리더 과정,21,2024-02-19,2024-12-13,4.4,1526
사진,중견리더 과정,21,2024-02-19,2024-12-13,4.4,1526
인문학 공부법,중견리더 과정,21,2024-02-19,2024-12-13,4.4,1526
보고서 작성 실습,신규 임용(후보)자 과정,1,2024-02-19,2024-03-08,4.3975,1540
커피인문학(커피의 역사),중견리더 과정,21,2024-02-19,2024-12-13,4.3975,1540
정리수납,중견리더 과정,21,2024-02-19,2024-12-13,4.395,1547
전자책 출판하기(인세받는 작가 되기),중견리더 과정,21,2024-02-19,2024-12-13,4.394067797,1550
전자책 출판(온라인 서점 개설하기),중견리더 과정,21,2024-02-19,2024-12-13,4.392715494,1551
조직갈등 해결을 위한 의견 나누기,중견리더 과정,21,2024-02-19,2024-12-13,4.3925,1552
