교육과정,세분류,인정시간,학습시간,인정비율,개발연도,개발월,비고
4차 산업혁명과 인문학 특강,소양,3,5,0.6,,,나라배움터
자원봉사의 이해와 실천,소양,3,5,0.6,,,나라배움터
꼭 알아둬야 하는 조직 내 필수 대인관계기법,소양,2,5,0.4,,,나라배움터
데이터 리더십,소양,2,5,0.4,,,나라배움터
데이터 리터러시,소양,2,5,0.4,,,나라배움터
데이터 마인드,소양,2,5,0.4,,,나라배움터
안전한 우리 수산물 레시피,소양,2,5,0.4,,,나라배움터
디지털커뮤니케이션,디지털,2,5,0.4,,,나라배움터
"[김광석의 2025 경제전망] 피벗의 시대, 어떻게 대응해야 하는가?",경제환경,2,5,0.4,2024,10,민간위탁사이버교육
대한민국 우주시대의 개막,Gov-MOOC,3,5,0.6,,,나라배움터
기후변화위기 대응 및 탄소중립,Gov-MOOC,2,5,0.4,,,나라배움터
데이터 분석 따라하기,Gov-MOOC,2,5,0.4,,,나라배움터
통일미래비전과 과제,Gov-MOOC,1.33,5,0.266,,,나라배움터
행복한 노후준비의 이해,Gov-MOOC,1.33,5,0.266,,,나라배움터
MZ세대와 소통하기,Gov-MOOC,1.08,5,0.216,,,나라배움터
적극행정 법제 가이드라인 2.0(지방자치단체),직무,2,4,0.5,,,나라배움터
항공안전업무 실무이해1(안전관리시스템 승인 모니터링 및 감독),직무,2,4,0.5,,,나라배움터
대기시료채취는 처음이지?,직무,2,4,0.5,,,나라배움터
"석면피해구제제도, 그것이 알고 싶다!",직무,2,4,0.5,,,나라배움터
사례로 배우는 협업행정,직무,2,4,0.5,,,나라배움터
통계법,직무,2,4,0.5,,,나라배움터
북한의 실태와 남북 관계,직무,2,4,0.5,,,나라배움터
개인정보 처리자 수준별교육 실무과정,직무,2,4,0.5,,,나라배움터
개인정보보호 실무과정,직무,2,4,0.5,,,나라배움터
공공디자인 직무 교육과정,직무,2,4,0.5,,,나라배움터
공공분야 종사자를 위한 저작권,직무,2,4,0.5,,,나라배움터
관광개발 실무자교육,직무,2,4,0.5,,,나라배움터
안전한 공직생활 시작하기 Ⅱ,직무,2,4,0.5,,,나라배움터
안전한 공직생활 시작하기Ⅰ,직무,2,4,0.5,,,나라배움터
어촌 개발과 관광,직무,2,4,0.5,,,나라배움터
업무관리능력 향상,직무,2,4,0.5,,,나라배움터
우리나라의 기후위기 대응정책,직무,2,4,0.5,,,나라배움터
[ESG 아카이브] 중대재해처벌법 이해와 대응전략,중대재해,2,4,0.5,2024,6,민간위탁사이버교육
알기 쉬운 이해충돌방지법,시책,2,4,0.5,,,나라배움터
인권공부 첫 걸음(4차시),시책,2,4,0.5,,,나라배움터
인권의 이해 권리구제편,시책,2,4,0.5,,,나라배움터
인권의 이해 입문편,시책,2,4,0.5,,,나라배움터
기후예측의 이해,시책,2,4,0.5,,,나라배움터
긴급복지지원 신고의무 교육,시책,2,4,0.5,,,나라배움터
공직자의 역할과 책임,시책,2,4,0.5,,,나라배움터
전과정평가(LCA)의 이해,시책,2,4,0.5,,,나라배움터
"최초에서 최고로, 공정무역도시 인천 바로알기",시책,1.07,4,0.2675,,,나라배움터
다면평가 제대로 알기,시책,0.9,4,0.225,,,나라배움터
모빌리티 기술을 활용한 재난안전관리 방안 및 사례,시공,2,4,0.5,2024,5,민간위탁사이버교육
꼭 알아야 하는 공정채용 절차,소양,2,4,0.5,,,나라배움터
"디지털 트랜스포메이션, 변화의 중심에서 공직은?",소양,2,4,0.5,,,나라배움터
현장 공직자를 위한 사례로 알아보는 청렴 교육,소양,2,4,0.5,,,나라배움터
[일家양득]나와 내 가족을 위한 행복찾기,소양,2,4,0.5,,,나라배움터
공무원 글쓰기 아카데미_기초편 오프라인 워크숍,소양,2,4,0.5,,,나라배움터
공무원 글쓰기 아카데미_기초편 학습영상,소양,2,4,0.5,,,나라배움터
공무원 일잘러 소통아카데미_글쓰기 심화편 실습 해설영상,소양,2,4,0.5,,,나라배움터
공무원 일잘러 소통아카데미_글쓰기 심화편 학습영상,소양,2,4,0.5,,,나라배움터
문화다양성의 이해,소양,2,4,0.5,,,나라배움터
국민이 바라는 새로운 공무원 인재상,소양,0.68,4,0.17,,,나라배움터
심리학을 통한 현명한 질문과 답,소양,0.17,4,0.0425,,,나라배움터
[HD]리눅스마스터 1급 (2025) Part.3 기출문제(2차),리눅스마스터,2,4,0.5,2025,1,민간위탁사이버교육
가상현실과 게임테크 그리고 인류,Gov-MOOC,2.22,4,0.555,,,나라배움터
청백-e 시스템 감사담당자 과정,Gov-MOOC,2,4,0.5,,,나라배움터
청백-e 시스템 새올행정 업무담당자 과정,Gov-MOOC,2,4,0.5,,,나라배움터
청백-e 시스템 세외수입 업무담당자 과정,Gov-MOOC,2,4,0.5,,,나라배움터
청백-e 시스템 지방세 업무담당자 과정,Gov-MOOC,2,4,0.5,,,나라배움터
청백-e 시스템 지방재정 업무담당자 과정,Gov-MOOC,2,4,0.5,,,나라배움터
한식의 역사와 문화,Gov-MOOC,2,4,0.5,,,나라배움터
경제안보의 시대 일시적 일탈인가? 뉴 노멀인가?,Gov-MOOC,2,4,0.5,,,나라배움터
대화의 발견,Gov-MOOC,2,4,0.5,,,나라배움터
북한의 실태와 과제,Gov-MOOC,2,4,0.5,,,나라배움터
방위산업기술보호의 중요성 및 법규,Gov-MOOC,0.8,4,0.2,,,나라배움터
열혈 변호사 신주영의 법정탐구_4대폭력 예방 교육,4대폭력예방,4,4,1,2023,4,민간위탁사이버교육
[표창원의 사건속으로] 4대폭력 예방 교육,4대폭력예방,4,4,1,2024,11,민간위탁사이버교육
상호존중의 조직문화 정착을 위한 '직장 내 괴롭힘' 대응 전략,직장내괴롭힘,1,3,0.333333333,2023,4,민간위탁사이버교육
생명지킴이교육 보고듣고말하기 2.0 기본편,직무,2.12,3,0.706666667,,,나라배움터
공공디자인 일반 교육과정,직무,2,3,0.666666667,,,나라배움터
중대재해처벌법의 이해,직무,2,3,0.666666667,,,나라배움터
개인정보 해결사 백실장이 간다! 공인중개업,직무,1.5,3,0.5,,,나라배움터
개인정보 해결사 백실장이 간다! 여행업,직무,1.5,3,0.5,,,나라배움터
개인정보 해결사 백실장이 간다! 학원업,직무,1.5,3,0.5,,,나라배움터
소상공인을 위한 개인정보 보호 이해하기,직무,1.5,3,0.5,,,나라배움터
돌봄노동과 인권,직무,1,3,0.333333333,,,나라배움터
긴급자동차 운전자교육(신규),직무,1,3,0.333333333,,,나라배움터
과태료부과및징수절차,직무,1,3,0.333333333,,,나라배움터
사이버 위협 동향 및 공직자 주의사항,직무,1,3,0.333333333,,,나라배움터
2024년 인신매매등 피해자 식별과 보호 지원,직무,1,3,0.333333333,,,나라배움터
건설폐기물의 적정 처리와 재활용의 이해,직무,1,3,0.333333333,,,나라배움터
공무원이 알아야 할 정보보안 기초,직무,1,3,0.333333333,,,나라배움터
관광개발 실무자교육 2,직무,1,3,0.333333333,,,나라배움터
사례와 해외제도를 통한 환경갈등관리 이해,직무,1,3,0.333333333,,,나라배움터
데이터 리더의 첫걸음,직무,1,3,0.333333333,,,나라배움터
실무자를 위한 공공저작물 공공누리 제도 바로알기,직무,1,3,0.333333333,,,나라배움터
지금 이 시대에 필요한 ESG,직무,1,3,0.333333333,,,나라배움터
기록관리 기본교육,직무,0.38,3,0.126666667,,,나라배움터
역량교육 운영 바로 알기,시책,2,3,0.666666667,,,나라배움터
표절예방과 저작권 기초 강좌,시책,1.33,3,0.443333333,,,나라배움터
인권과 함께 하는 사회복지,시책,1,3,0.333333333,,,나라배움터
"평등한 일상, 폭력예방교육(고위직/가정폭력+성매매+혐오와 폭력예방/3차시)",시책,1,3,0.333333333,,,나라배움터
고용노동부와 보건복지부가 함께하는 장애인식개선교육,시책,1,3,0.333333333,,,나라배움터
디지털플랫폼정부 대한민국을 혁신하다,시책,1,3,0.333333333,,,나라배움터
"저작권 왕초보, 처음부터 배워요",시책,1,3,0.333333333,,,나라배움터
"저작권, 상담사례를 통해 배워요",시책,1,3,0.333333333,,,나라배움터
저작권에 이웃하는 실연·음반·방송,시책,1,3,0.333333333,,,나라배움터
청소년 예비 창업자를 위한 저작권 노하우,시책,0.5,3,0.166666667,,,나라배움터
공무원의 정치적 중립과 공직선거,시책,0.37,3,0.123333333,,,나라배움터
공무원 일잘러 소통아카데미_말하기편 마무리 워크숍,소양,1.72,3,0.573333333,,,나라배움터
공무원 글쓰기 아카데미_기초편 종합해설영상,소양,1.53,3,0.51,,,나라배움터
"저작권 이슈와 이용가이드(폰트, 공연권, SW관리)",소양,1.02,3,0.34,,,나라배움터
인권행정 ABC,소양,1,3,0.333333333,,,나라배움터
[중고등학생용] 반드시 알아야 할 학교 속 저작권 이야기,소양,1,3,0.333333333,,,나라배움터
[중등학부모]저작권! 이제 기본입니다,소양,1,3,0.333333333,,,나라배움터
[초등고학년/중등] 저작권과 친구될래요,소양,1,3,0.333333333,,,나라배움터
[초등저학년] 저작권과 친구될래요,소양,1,3,0.333333333,,,나라배움터
[초등학부모]저작권! 이제 기본입니다,소양,1,3,0.333333333,,,나라배움터
건강한 사람의 특권 헌혈,소양,1,3,0.333333333,,,나라배움터
생명의 릴레이,소양,1,3,0.333333333,,,나라배움터
이야기로 배우는 빅데이터 및 데이터리터러시,소양,0.82,3,0.273333333,,,나라배움터
시니어 창업자를 위한 저작권 노하우,소양,0.5,3,0.166666667,,,나라배움터
공직자를 위한 English writing skills,소양,0.28,3,0.093333333,,,나라배움터
공무원을 위한 챗GPT 활용방법,디지털,1.05,3,0.35,,,나라배움터
엑셀 하나로 나의 보고서가 달라진다! 데이터 분석 기초편,디지털,1,3,0.333333333,,,나라배움터
데이터 기반 정책과 조정을 통한 갈등 해결 전략,Gov-MOOC,2.93,3,0.976666667,,,나라배움터
창의적 문제 해결과 TRIZ,Gov-MOOC,2.17,3,0.723333333,,,나라배움터
HRD의 개념 이해와 HRD 주요 이슈,Gov-MOOC,2,3,0.666666667,,,나라배움터
창의적 사고를 위한 원칙 없는 원칙,Gov-MOOC,2,3,0.666666667,,,나라배움터
인공지능의 개념과 특징,Gov-MOOC,1.65,3,0.55,,,나라배움터
실패를 대하는 새로운 관점(무한도전 김태호 PD),Gov-MOOC,1.33,3,0.443333333,,,나라배움터
Chat GPT로 일잘러 되기,Gov-MOOC,1,3,0.333333333,,,나라배움터
연안재해 대비를 위한 기초정보의 이해,Gov-MOOC,1,3,0.333333333,,,나라배움터
지속가능한 경제와 ESG,소양,1,2.08,0.480769231,,,나라배움터
열혈 변호사 신주영의 법정탐구_청렴교육,청렴,2,2,1,2023,5,민간위탁사이버교육
[표창원의 사건속으로] 반부패 청렴교육,청렴,2,2,1,2024,11,민간위탁사이버교육
개인정보 안전성 확보조치,직무,1.08,2,0.54,,,나라배움터
취업심사제도 및 행위제한제도 이해,직무,1,2,0.5,,,나라배움터
ESG 경영 필수 중증장애인생산품 우선구매,직무,1,2,0.5,,,나라배움터
수사기관 여성폭력 2차피해 예방교육(심화과정),직무,1,2,0.5,,,나라배움터
노동인권,직무,1,2,0.5,,,나라배움터
공공기관 여성폭력 2차피해 예방교육(업무담당자용),직무,1,2,0.5,,,나라배움터
온라인 방위산업기술 보호교육,직무,1,2,0.5,,,나라배움터
법정단위의 이해 및 관련 직무 수행 요령,직무,1,2,0.5,,,나라배움터
법정단위의 이해 및 관련 직무 수행 요령(2),직무,1,2,0.5,,,나라배움터
불법·불량계량기 단속 및 조사 직무 수행 요령,직무,1,2,0.5,,,나라배움터
정보공개제도 교육,직무,1,2,0.5,,,나라배움터
공공기관 녹색제품 의무구매제도,직무,0.43,2,0.215,,,나라배움터
열혈 변호사 신주영의 법정탐구_윤리경영,윤리경영,2,2,1,2023,5,민간위탁사이버교육
통계로 보는 노동 분야 젠더 이슈,시책,1.17,2,0.585,,,나라배움터
문화와 생활 속 청렴,시책,1,2,0.5,,,나라배움터
문화와 생활 속 청렴 시즌 2,시책,1,2,0.5,,,나라배움터
"공무원 고충 Down, 상담능력 Up",시책,1,2,0.5,,,나라배움터
장애인 학대 신고의무자교육,시책,1,2,0.5,,,나라배움터
공공기관 여성폭력 2차피해 예방교육(직원용),시책,1,2,0.5,,,나라배움터
노동인권감수성,시책,1,2,0.5,,,나라배움터
"젠더체크, 성인지 예산",시책,1,2,0.5,,,나라배움터
"젠더체크, 성인지 통계",시책,1,2,0.5,,,나라배움터
정부 청년인턴이 궁금하신가요?,시책,0.38,2,0.19,,,나라배움터
국가공무원의 겸직허가 제도 이해,시책,0.3,2,0.15,,,나라배움터
공무원 일잘러 소통아카데미_글쓰기 심화편 마무리워크숍,소양,2,2,1,,,나라배움터
인공지능의 이해,소양,1.55,2,0.775,,,나라배움터
"청렴, 다른 나라는 어떨까?",소양,1.18,2,0.59,,,나라배움터
공직 리더의 소통역량 교육,소양,1,2,0.5,,,나라배움터
사례로 보는 인권경영,소양,1,2,0.5,,,나라배움터
"문화코드로 보는 중국, 중국인",소양,1,2,0.5,,,나라배움터
쉬는 시간 스트레칭 영상,소양,0.32,2,0.16,,,나라배움터
하루 10분! 뇌운동 프로젝트 - 아랍어 회화 기초 트레이닝,말하기(회화),0.25,2,0.125,2024,4,민간위탁사이버교육
하루 10분! 뇌운동 프로젝트 - 아랍어 회화 실전 트레이닝,말하기(회화),0.25,2,0.125,2024,4,민간위탁사이버교육
하루 10분! 뇌운동 프로젝트 - 아랍어 회화 심화 트레이닝,말하기(회화),0.25,2,0.125,2024,4,민간위탁사이버교육
리더의 인문학과 정서 관리,Gov-MOOC,2,2,1,,,나라배움터
정책조율자로서의 협업 협상 조정 통합기술,Gov-MOOC,1.67,2,0.835,,,나라배움터
숲으로 잘 사는 산림 르네상스 시대,Gov-MOOC,1.33,2,0.665,,,나라배움터
글로벌 트렌드 리터러시,Gov-MOOC,1.25,2,0.625,,,나라배움터
역량의 이해,Gov-MOOC,1.17,2,0.585,,,나라배움터
밀레니얼 세대의 이해(working with MZ generation),Gov-MOOC,1.07,2,0.535,,,나라배움터
비상하는 코끼리 인도 이해하기,Gov-MOOC,1.07,2,0.535,,,나라배움터
삶은 예술로 빛난다,Gov-MOOC,1,2,0.5,,,나라배움터
동남아 정세와 한-아세안 협력,Gov-MOOC,1,2,0.5,,,나라배움터
중동지역의 질서 변동 및 이슬람 문화의 이해,Gov-MOOC,1,2,0.5,,,나라배움터
개방형직위 공직입문 과정(좋은 보고서 사례와 작성법),소양,1,1.33,0.751879699,,,나라배움터
근무성적평정 평가제도,Gov-MOOC,1,1.25,0.8,,,나라배움터
태풍_지역사회의허리케인대비하기,소양,1,1.22,0.819672131,,,나라배움터
"글로벌 산업변화, 이제는 초격차 시대",Gov-MOOC,1,1.2,0.833333333,,,나라배움터
개방형직위 공직입문 과정(성과평가 가이드),시책,1,1.15,0.869565217,,,나라배움터
공공갈등의 효과적인 예방책을 위하여,Gov-MOOC,1,1.12,0.892857143,,,나라배움터
누구나 글을 잘 쓸 수 있다,소양,1,1.1,0.909090909,,,나라배움터
AI시대 베트남 디지털 전환의 중요성,직무,1,1.05,0.952380952,,,나라배움터
차별금지법은 왜 필요한가2,시책,1,1.03,0.970873786,,,나라배움터
"역사 속에서의 외교 안보, 어떻게 바뀌었나",Gov-MOOC,1,1.02,0.980392157,,,나라배움터
[표창원의 사건속으로] 퇴직연금 교육,퇴직연금,1,1,1,2024,11,민간위탁사이버교육
열혈 변호사 신주영의 법정탐구_퇴직연금교육,퇴직연금,0.9,1,0.9,2023,5,민간위탁사이버교육
[표창원의 사건속으로] 반부패 청렴교육_공무원 행동강령 및 이해충돌방지법,청렴,1,1,1,2024,11,민간위탁사이버교육
[표창원의 사건속으로] 반부패 청렴교육_부정청탁금지,청렴,1,1,1,2024,11,민간위탁사이버교육
[표창원의 사건속으로] 직장 내 괴롭힘 예방 교육,직장내괴롭힘,1,1,1,2024,11,민간위탁사이버교육
"새로운 디지털 세상, 메타버스",직무,1,1,1,,,나라배움터
"보고서 작성법, [공무원보고서 작성의 정석]",직무,0.92,1,0.92,,,나라배움터
우리가 간과한 다양성,직무,0.92,1,0.92,,,나라배움터
"보고서 기획의 기본, 생각정리스킬",직무,0.88,1,0.88,,,나라배움터
정부재정과 예산,직무,0.8,1,0.8,,,나라배움터
5급사무관 역량이론학습,직무,0.78,1,0.78,,,나라배움터
"인사, 복무제도",직무,0.65,1,0.65,,,나라배움터
"수산물 소비활성화, 주요 정책",직무,0.65,1,0.65,,,나라배움터
정책홍보,직무,0.62,1,0.62,,,나라배움터
혁신을 이끄는 일잘러의 성공 비법,직무,0.58,1,0.58,,,나라배움터
개인정보 보호법 주요 법 개정사항,직무,0.5,1,0.5,,,나라배움터
온나라 문서 시스템 이용가이드,직무,0.5,1,0.5,,,나라배움터
정책프로세스 1 (이론편),직무,0.48,1,0.48,,,나라배움터
갑질근절프로젝트(갑질왕 진부장),직무,0.33,1,0.33,,,나라배움터
"공간정보, 아직도 생소하세요?",직무,0.33,1,0.33,,,나라배움터
아래층에 불이 나면 우리집은 안전할까？,직무,0.28,1,0.28,,,나라배움터
행정심판 청구부터 재결까지 핵심정리,직무,0.27,1,0.27,,,나라배움터
역량평가 민간 후보자를 위한 공직의 이해,직무,0.25,1,0.25,,,나라배움터
"e-핵심비전, 글로벌허브도시 부산",직무,0.23,1,0.23,,,나라배움터
"동물들의 무브 투 헤븐, 로드킬",직무,0.23,1,0.23,,,나라배움터
"저출산, 어떻게 극복할 것인가?",직무,0.22,1,0.22,,,나라배움터
쉬운 공공언어는 국민의 권리,직무,0.15,1,0.15,,,나라배움터
방화복 착용법,직무,0.12,1,0.12,,,나라배움터
2024년 하반기 명사특강 TOD,직무,0.1,1,0.1,,,나라배움터
핵심만 콕! 도박중독의 이해,중독예방,1,1,1,2024,8,민간위탁사이버교육
핵심만 콕! 약물중독 및 알코올 사용 장애의 이해,중독예방,1,1,1,2024,8,민간위탁사이버교육
핵심만 콕! 지능정보서비스 과의존 예방,중독예방,1,1,1,2024,8,민간위탁사이버교육
직장 내 법정탐구_정보공개제도 교육,정보공개제도,1,1,1,2023,1,민간위탁사이버교육
열혈 변호사 신주영의 법정탐구_직장 내 장애인 인식개선,장애인인식개선,1,1,1,2023,1,민간위탁사이버교육
[표창원의 사건속으로] 장애(사회적) 인식 개선 교육,장애인인식개선,1,1,1,2024,11,민간위탁사이버교육
[표창원의 사건속으로] 직장 내 장애인 인식 개선 교육,장애인인식개선,1,1,1,2024,11,민간위탁사이버교육
핵심만 콕! 인권경영의 이해,인권,1,1,1,2024,7,민간위탁사이버교육
핵심만 콕! 윤리경영의 이해,윤리경영,1,1,1,2024,7,민간위탁사이버교육
아동학대 신고의무자 및 공공부문 아동학대 예방교육(1시간),시책,1,1,1,,,나라배움터
"평등한 일상,폭력예방교육(고위직)",시책,1,1,1,,,나라배움터
효율적으로 일 잘하는 정부,시책,0.93,1,0.93,,,나라배움터
차별금지법은 왜 필요한가1,시책,0.88,1,0.88,,,나라배움터
지식재산 생태계 혁신전략,시책,0.83,1,0.83,,,나라배움터
한반도 통일의 이해,시책,0.8,1,0.8,,,나라배움터
AI 반도체 중심의 디지털 혁신,시책,0.78,1,0.78,,,나라배움터
국회업무 가이드,시책,0.78,1,0.78,,,나라배움터
개방형직위 공직입문 과정(국회업무 가이드),시책,0.77,1,0.77,,,나라배움터
"데이터 리더의 D.Live, 궁금증에 답하다",시책,0.7,1,0.7,,,나라배움터
개방형직위 공직입문 과정(정책홍보),시책,0.7,1,0.7,,,나라배움터
기후변화와 질환,시책,0.7,1,0.7,,,나라배움터
"저출산 고령화, 사회학적 시각으로 진단한 축소사회",시책,0.67,1,0.67,,,나라배움터
"개방형직위 공직입문 과정(인사, 복무제도)",시책,0.65,1,0.65,,,나라배움터
개방형직위 공직입문 과정(공직가치),시책,0.63,1,0.63,,,나라배움터
"약자와 동행해야 하는 경제적, 그리고 철학적인 이유",시책,0.6,1,0.6,,,나라배움터
"중국의 동북공정, 한국의 시각과 대응 전략",시책,0.6,1,0.6,,,나라배움터
개방형직위 공직입문 과정(정부와 공직의 이해),시책,0.58,1,0.58,,,나라배움터
공직가치,시책,0.58,1,0.58,,,나라배움터
인권경영 국내외 동향,시책,0.55,1,0.55,,,나라배움터
개방형직위 공직입문 과정(공직적응 노하우),시책,0.55,1,0.55,,,나라배움터
개방형직위 공직입문 과정(정책프로세스(이론편)),시책,0.48,1,0.48,,,나라배움터
8.15 통일 독트린,시책,0.43,1,0.43,,,나라배움터
직장인 대상 도박문제 예방교육,시책,0.37,1,0.37,,,나라배움터
오염수 대응 프로젝트,시책,0.37,1,0.37,,,나라배움터
"[명강의선집]4차산업혁명시대, 디지털 리터러시 정책 방향",시책,0.33,1,0.33,,,나라배움터
허위정보 대응 역량 강화 프로젝트(팩트체크 교육),시책,0.32,1,0.32,,,나라배움터
개방형직위 공직입문 과정(온나라시스템 이용 가이드),시책,0.28,1,0.28,,,나라배움터
공직자 행동강령,시책,0.27,1,0.27,,,나라배움터
저출산 고령화의 문명사적 해석,시책,0.27,1,0.27,,,나라배움터
"全 공무원이 물어보고, TF가 답하는 디지털플랫폼정부 핵심Q＆A",시책,0.27,1,0.27,,,나라배움터
"[끝내주는 파워포인트] 메라비언의 법칙, 음성 표현 및 발음과 신체표현",시책,0.23,1,0.23,,,나라배움터
업무 활용도를 높이는 주택 상식,시책,0.22,1,0.22,,,나라배움터
[신원호 PD의 유연성] 경계 해체 시대에 적합한 사고의 유연성,시책,0.18,1,0.18,,,나라배움터
음주측정기 사용법,시책,0.17,1,0.17,,,나라배움터
AI 알고리즘이 지배하는 미디어,소양,1,1,1,,,나라배움터
SF영화로 미리 보는 첨단 미래과학,소양,1,1,1,,,나라배움터
고수의 보고법(실전편),소양,1,1,1,,,나라배움터
공무원 글쓰기 아카데미 2부_4차,소양,1,1,1,,,나라배움터
"과학기술의 발전, 경험에서 데이터 과학까지",소양,1,1,1,,,나라배움터
"마지막 블루오션, 우주산업을 주목하라",소양,1,1,1,,,나라배움터
"아이디어 기획, 「생각정리스킬(실전편)」",소양,1,1,1,,,나라배움터
잘 읽고 잘 쓰는 실전비법,소양,1,1,1,,,나라배움터
클라우드 컴퓨팅이 가져온 비즈니스 혁신,소양,0.98,1,0.98,,,나라배움터
초등아이 감정 사용법,소양,0.97,1,0.97,,,나라배움터
틀을 깨는 인간 창의성의 비밀,소양,0.97,1,0.97,,,나라배움터
우리가 반드시 지켜야 할 역사와 문화,소양,0.95,1,0.95,,,나라배움터
장애인 미디어 접근 인식 개선 강좌,소양,0.95,1,0.95,,,나라배움터
사춘기 자녀와의 슬기로운 대화,소양,0.92,1,0.92,,,나라배움터
태풍_허리케인내습,소양,0.87,1,0.87,,,나라배움터
지금 꼭 배워야 할 국제정세의 모든 것,소양,0.85,1,0.85,,,나라배움터
공무원 글쓰기 아카데미 1부_4차,소양,0.83,1,0.83,,,나라배움터
진정한 리더는 누구인가 『펠로폰네소스 전쟁사』,소양,0.83,1,0.83,,,나라배움터
인정받는 사람들의 말습관,소양,0.78,1,0.78,,,나라배움터
공무원 글쓰기 아카데미 3부_4차,소양,0.68,1,0.68,,,나라배움터
조직을 변화시키는 ‘긍정의 힘’,소양,0.68,1,0.68,,,나라배움터
마음을 담아 쓴 글 목민심서,소양,0.65,1,0.65,,,나라배움터
차원이 다른 디지털커뮤니케이션,소양,0.63,1,0.63,,,나라배움터
e-월드엑스포 이해 및 동참,소양,0.57,1,0.57,,,나라배움터
"e-상호존중하는 건강한 일터, 직장 내 괴롭힘 예방.대응 교육",소양,0.5,1,0.5,,,나라배움터
e-가덕도신공항 새로운 길을 열다,소양,0.38,1,0.38,,,나라배움터
메타버스 윤리교육,소양,0.37,1,0.37,,,나라배움터
[명강의선집] 인간의 경제학,소양,0.33,1,0.33,,,나라배움터
"눈 오는 날, 좋아하세요?",소양,0.33,1,0.33,,,나라배움터
"[온세상 온통Live] 적신호 인구위기, 솔루션 TALK 저출산편",소양,0.3,1,0.3,,,나라배움터
스마트폰 과의존과 그 위험성,소양,0.3,1,0.3,,,나라배움터
자동차 튜닝에 승인이 꼭 필요한가요?,소양,0.3,1,0.3,,,나라배움터
"[온세상 온통Live] 적신호 인구위기, 솔루션 TALK 고령화편",소양,0.28,1,0.28,,,나라배움터
자유와 연대,소양,0.27,1,0.27,,,나라배움터
이동통신의 변화가 가져온 우리 삶의 변혁,소양,0.18,1,0.18,,,나라배움터
공직가치의 이해(공직관),소양,0.17,1,0.17,,,나라배움터
공직가치의 이해(윤리관),소양,0.17,1,0.17,,,나라배움터
법치주의와 공정,소양,0.17,1,0.17,,,나라배움터
스마트폰 사용과 내 삶의 균형 2059스라밸,소양,0.17,1,0.17,,,나라배움터
우리집 스마트폰 하루 생활,소양,0.17,1,0.17,,,나라배움터
자녀의 스마트폰 과의존 예방법,소양,0.17,1,0.17,,,나라배움터
청소년 자녀를 위한 부모의 스마트폰 교육법,소양,0.17,1,0.17,,,나라배움터
헌법가치,소양,0.17,1,0.17,,,나라배움터
태풍_온대저기압화의 진단과예보,소양,0.15,1,0.15,,,나라배움터
공직가치의 이해(국가관),소양,0.15,1,0.15,,,나라배움터
"소통의 신세계, 사물인터넷",소양,0.13,1,0.13,,,나라배움터
위기의 SNS,소양,0.12,1,0.12,,,나라배움터
열혈 변호사 신주영의 법정탐구_직장 내 성희롱 예방,성희롱예방,1,1,1,2023,3,민간위탁사이버교육
"[뮤지컬로 배우는] 성희롱예방교육 - Oh, my family! (오마이패밀리)",성희롱예방,1,1,1,2022,1,민간위탁사이버교육
[표창원의 사건속으로] 성희롱 예방 교육,성희롱예방,1,1,1,2024,11,민간위탁사이버교육
[표창원의 사건속으로] 직장 내 성희롱 예방 교육,성희롱예방,1,1,1,2024,11,민간위탁사이버교육
[표창원의 사건속으로] 성폭력 예방 교육,성폭력예방,1,1,1,2024,11,민간위탁사이버교육
[표창원의 사건속으로] 신종 성범죄 예방교육,성폭력예방,1,1,1,2024,11,민간위탁사이버교육
직장 내 법정탐구_성인지 정책 교육,성인지,1,1,1,2023,3,민간위탁사이버교육
[뮤지컬로 배우는] 양성평등(성인지)교육 - MIX UP (믹스업),성인지,1,1,1,2022,1,민간위탁사이버교육
"[뮤지컬로 배우는] 양성평등(성인지)교육 - Oh, my dream! (오마이드림)",성인지,1,1,1,2022,1,민간위탁사이버교육
[표창원의 사건속으로] 성인지 및 양성평등 교육,성인지,1,1,1,2024,11,민간위탁사이버교육
장애인 성범죄 예방 교육,성범죄예방,1,1,1,2023,8,민간위탁사이버교육
[표창원의 사건속으로] 성매매 예방 교육,성매매예방,1,1,1,2024,11,민간위탁사이버교육
마음을 움직이는 프레젠테이션,디지털,1,1,1,,,나라배움터
열혈 변호사 신주영의 법정탐구_개인정보보호 교육,개인정보보호,1,1,1,2023,1,민간위탁사이버교육
[표창원의 사건속으로] 개인정보보호 교육,개인정보보호,1,1,1,2024,11,민간위탁사이버교육
[표창원의 사건속으로] 갑질 예방 교육,갑질관행,1,1,1,2024,11,민간위탁사이버교육
[표창원의 사건속으로] 가정폭력 예방 교육,가정폭력예방,1,1,1,2024,11,민간위탁사이버교육
경제체질 선진화를 위한 혁신성장 시나리오,Gov-MOOC,1,1,1,,,나라배움터
공무원 심리학콘서트_진짜 듣기의 기술,Gov-MOOC,1,1,1,,,나라배움터
데이터로 답하라,Gov-MOOC,1,1,1,,,나라배움터
디지털 금융혁신으로 우리의 삶이 달라진다!,Gov-MOOC,1,1,1,,,나라배움터
"자율, 창의중심 기초연구와 혁신 인재 양성",Gov-MOOC,1,1,1,,,나라배움터
제대로 읽는 법 알려드립니다!,Gov-MOOC,1,1,1,,,나라배움터
천체 사진작가가 말하는 우주와 삶 이야기,Gov-MOOC,1,1,1,,,나라배움터
